Janelia_ID,Line,CGID,Gene,Flybase_ID,Flybase_Link,Expressed,Eve_Expression,Seq_coord_of_fragment,Fragment_length,Transmembrane_Domain,Signal_Domain,Interpro_Description_GO_Term_Name,Functional_Group,SMART_ID,PFAM_ID,aCC,RP2,Us,Pcc,Els,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R57B06&mode=embryo,GMR57B06,R57B06,CG7576,DCTN1-p150,FBgn0001108,http://flybase.org/reports/FBgn0001108.htm,"EVE medial cells, Other: bodywall, Poor stain, Scattered",Medial cells,2R:6616482..6617036,554,,,"GO:0000132~establishment of mitotic spindle orientation,GO:0000278~mitotic cell cycle,GO:0001709~cell fate determination,GO:0001751~compound eye photoreceptor cell differentiation,GO:0001754~eye photoreceptor cell differentiation,GO:0006886~intracellular protein transport,GO:0007097~nuclear migration,GO:0007349~cellularization,GO:0008090~retrograde axonal transport,GO:0016330~second mitotic wave involved in compound eye morphogenesis,GO:0019896~axonal transport of mitochondrion,GO:0031122~cytoplasmic microtubule organization,GO:0034501~protein localization to kinetochore,GO:0035011~melanotic encapsulation of foreign target,GO:0035149~lumen formation, open tracheal system,GO:0042051~compound eye photoreceptor development,GO:0042052~rhabdomere development,GO:0045198~establishment of epithelial cell apical/basal polarity,GO:0048489~synaptic vesicle transport,GO:0048491~retrograde synaptic vesicle transport,GO:0048675~axon extension,GO:0050772~positive regulation of axonogenesis,GO:0051028~mRNA transport,GO:0051225~spindle assembly,GO:0051256~mitotic spindle midzone assembly,GO:0051299~centrosome separation,GO:0051383~kinetochore organization,GO:0051642~centrosome localization,GO:0061670~evoked neurotransmitter secretion,GO:1990049~retrograde neuronal dense core vesicle transport,,GO:0000776~kinetochore,GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005818~aster,GO:0005828~kinetochore microtubule,GO:0005869~dynactin complex,GO:0005875~microtubule associated complex,GO:0005876~spindle microtubule,GO:0030286~dynein complex,GO:0030424~axon,GO:0030496~midbody,GO:0031616~spindle pole centrosome,GO:0035371~microtubule plus-end,GO:0051286~cell tip,GO:0061176~type Ib terminal bouton,GO:0061803~posterior cell cortex,GO:1904115~axon cytoplasm,,GO:0000146~microfilament motor activity,GO:0003774~cytoskeletal motor activity,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0005524~ATP binding,GO:0032027~myosin light chain binding,GO:0042802~identical protein binding,GO:0051015~actin filament binding,",None,"SM01052:CAP_GLY,","PF01302:CAP_GLY,PF12455:Dynactin,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R57E12&mode=embryo,GMR57E12,R57E12,CG6975,EndoA,FBgn0038659,http://flybase.org/reports/FBgn0038659.htm,"EVE medial cells, Head, Other: bodywall, Other: gut/internal, Scattered",Medial cells,3L:20120527..20122382,1855,,,"GO:0000045~autophagosome assembly,GO:0006897~endocytosis,GO:0009267~cellular response to starvation,GO:0016191~synaptic vesicle uncoating,GO:0048488~synaptic vesicle endocytosis,GO:0050803~regulation of synapse structure or activity,GO:0097320~plasma membrane tubulation,GO:0097749~membrane tubulation,GO:0097753~membrane bending,GO:0150007~clathrin-dependent synaptic vesicle endocytosis,,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0061174~type I terminal bouton,GO:0098793~presynapse,GO:0098978~glutamatergic synapse,,GO:0003700~DNA-binding transcription factor activity,GO:0004879~nuclear receptor activity,GO:0008270~zinc ion binding,GO:0034056~estrogen response element binding,GO:0043565~sequence-specific DNA binding,",Synapse,"SM00326:SH3,SM00721:BAR,","PF00018:SH3_1,PF03114:BAR,",no,?,yes,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R57G06&mode=embryo,GMR57G06,R57G06,CG10446,usp,FBgn0003964,http://flybase.org/reports/FBgn0003964.htm,"CNS small subset, EVE medial cells, Head",Medial cells,2L:19024737..19027934,3197,,,"GO:0006355~regulation of DNA-templated transcription,GO:0006697~ecdysone biosynthetic process,GO:0007281~germ cell development,GO:0007298~border follicle cell migration,GO:0007552~metamorphosis,GO:0016319~mushroom body development,GO:0016322~neuron remodeling,GO:0030154~cell differentiation,GO:0035073~pupariation,GO:0035075~response to ecdysone,GO:0035076~ecdysone receptor signaling pathway,GO:0040034~regulation of development, heterochronic,GO:0042594~response to starvation,GO:0045596~negative regulation of cell differentiation,GO:0045892~negative regulation of DNA-templated transcription,GO:0045893~positive regulation of DNA-templated transcription,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046620~regulation of organ growth,GO:0048813~dendrite morphogenesis,GO:0048856~anatomical structure development,GO:0071390~cellular response to ecdysone,,GO:0005634~nucleus,GO:0005700~polytene chromosome,GO:0008230~ecdysone receptor holocomplex,GO:0008232~activator ecdysone receptor complex,GO:0030425~dendrite,,GO:0004674~protein serine/threonine kinase activity,GO:0004679~AMP-activated protein kinase activity,GO:0004691~cAMP-dependent protein kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0106310~protein serine kinase activity,",TF,"SM00399:ZnF_C4,SM00430:HOLI,","PF00104:Hormone_recep,PF00105:zf-C4,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R58G11&mode=embryo,GMR58G11,R58G11,CG6024,gig,FBgn0005198,http://flybase.org/reports/FBgn0005198.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head, Other: bodywall, Other: gut/internal",Medial cells,3L:11737100..11740112,3012,,,"GO:0001934~positive regulation of protein phosphorylation,GO:0007165~signal transduction,GO:0007584~response to nutrient,GO:0008285~negative regulation of cell population proliferation,GO:0008340~determination of adult lifespan,GO:0010508~positive regulation of autophagy,GO:0030178~negative regulation of Wnt signaling pathway,GO:0030308~negative regulation of cell growth,GO:0030948~negative regulation of vascular endothelial growth factor receptor signaling pathway,GO:0032007~negative regulation of TOR signaling,GO:0035069~larval midgut histolysis,GO:0042325~regulation of phosphorylation,GO:0042632~cholesterol homeostasis,GO:0045792~negative regulation of cell size,GO:0045886~negative regulation of synaptic assembly at neuromuscular junction,GO:0046621~negative regulation of organ growth,GO:0046627~negative regulation of insulin receptor signaling pathway,GO:0048477~oogenesis,GO:0048542~lymph gland development,GO:0051056~regulation of small GTPase mediated signal transduction,GO:0051726~regulation of cell cycle,GO:0051898~negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0055088~lipid homeostasis,GO:0071456~cellular response to hypoxia,GO:1902350~cellular response to chloroquine,GO:1904262~negative regulation of TORC1 signaling,GO:1904504~positive regulation of lipophagy,GO:1904515~positive regulation of TORC2 signaling,GO:2000331~regulation of terminal button organization,,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0033596~TSC1-TSC2 complex,,GO:0030215~semaphorin receptor binding,GO:0045499~chemorepellent activity,",TFs and Synapse,,"PF02145:Rap_GAP,PF03542:Tuberin,PF11864:DUF3384,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R59E04&mode=embryo,GMR59E04,R59E04,CG12345,CG9705,FBgn0036661,http://flybase.org/reports/FBgn0036661.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall",Medial cells,3R:14544140..14548240,4100,,,"GO:0043488~regulation of mRNA stability,GO:0048813~dendrite morphogenesis,,GO:0005737~cytoplasm,,GO:0005515~protein binding,GO:0038023~signaling receptor activity,GO:0042043~neurexin family protein binding,",Synapse,"SM00357:CSP,","PF00313:CSD,",?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R60E12&mode=embryo,GMR60E12,R60E12,CG10626,arm,FBgn0000117,http://flybase.org/reports/FBgn0000117.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall",Medial cells,3L:5510825..5511663,838,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0000902~cell morphogenesis,GO:0001709~cell fate determination,GO:0001745~compound eye morphogenesis,GO:0007155~cell adhesion,GO:0007301~female germline ring canal formation,GO:0007367~segment polarity determination,GO:0007370~ventral furrow formation,GO:0007391~dorsal closure,GO:0007399~nervous system development,GO:0007472~wing disc morphogenesis,GO:0007507~heart development,GO:0007616~long-term memory,GO:0008587~imaginal disc-derived wing margin morphogenesis,GO:0009653~anatomical structure morphogenesis,GO:0014017~neuroblast fate commitment,GO:0014019~neuroblast development,GO:0035017~cuticle pattern formation,GO:0035019~somatic stem cell population maintenance,GO:0035147~branch fusion, open tracheal system,GO:0035153~epithelial cell type specification, open tracheal system,GO:0035293~chitin-based larval cuticle pattern formation,GO:0045186~zonula adherens assembly,GO:0045893~positive regulation of DNA-templated transcription,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046530~photoreceptor cell differentiation,GO:0046667~compound eye retinal cell programmed cell death,GO:0048477~oogenesis,GO:0048526~imaginal disc-derived wing expansion,GO:0048754~branching morphogenesis of an epithelial tube,GO:0060070~canonical Wnt signaling pathway,GO:0060232~delamination,GO:0060250~germ-line stem-cell niche homeostasis,GO:0060914~heart formation,GO:0071896~protein localization to adherens junction,GO:0072659~protein localization to plasma membrane,GO:0090254~cell elongation involved in imaginal disc-derived wing morphogenesis,GO:0098609~cell-cell adhesion,,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005912~adherens junction,GO:0005915~zonula adherens,GO:0016028~rhabdomere,GO:0016324~apical plasma membrane,GO:0016342~catenin complex,GO:0030139~endocytic vesicle,GO:0030424~axon,GO:0045172~germline ring canal,GO:1990907~beta-catenin-TCF complex,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,GO:0043565~sequence-specific DNA binding,",TF,"SM00185:ARM,","PF00514:Arm,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R61E06&mode=embryo,GMR61E06,R61E06,CG14041,Abl,FBgn0000017,http://flybase.org/reports/FBgn0000017.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall",Medial cells,2L:5037413..5038262,849,,,"GO:0001764~neuron migration,GO:0002009~morphogenesis of an epithelium,GO:0003382~epithelial cell morphogenesis,GO:0003401~axis elongation,GO:0006468~protein phosphorylation,GO:0007154~cell communication,GO:0007268~chemical synaptic transmission,GO:0007300~ovarian nurse cell to oocyte transport,GO:0007370~ventral furrow formation,GO:0007391~dorsal closure,GO:0007409~axonogenesis,GO:0007411~axon guidance,GO:0007417~central nervous system development,GO:0007419~ventral cord development,GO:0007611~learning or memory,GO:0008045~motor neuron axon guidance,GO:0008064~regulation of actin polymerization or depolymerization,GO:0008360~regulation of cell shape,GO:0010592~positive regulation of lamellipodium assembly,GO:0010977~negative regulation of neuron projection development,GO:0016043~cellular component organization,GO:0016199~axon midline choice point recognition,GO:0016310~phosphorylation,GO:0016318~ommatidial rotation,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0021785~branchiomotor neuron axon guidance,GO:0023052~signaling,GO:0031647~regulation of protein stability,GO:0032880~regulation of protein localization,GO:0042981~regulation of apoptotic process,GO:0045886~negative regulation of synaptic assembly at neuromuscular junction,GO:0046777~protein autophosphorylation,GO:0046827~positive regulation of protein export from nucleus,GO:0048468~cell development,GO:0048749~compound eye development,GO:0048813~dendrite morphogenesis,GO:0051128~regulation of cellular component organization,GO:0065008~regulation of biological quality,GO:0072499~photoreceptor cell axon guidance,GO:1903391~regulation of adherens junction organization,,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005911~cell-cell junction,GO:0005927~muscle tendon junction,GO:0005938~cell cortex,GO:0030424~axon,GO:0031234~extrinsic component of cytoplasmic side of plasma membrane,GO:0045179~apical cortex,GO:0045202~synapse,GO:0070938~contractile ring,,GO:0005184~neuropeptide hormone activity,GO:0071860~proctolin receptor binding,",None,"SM00219:TyrKc,SM00252:SH2,SM00326:SH3,SM00808:FABD,","PF00017:SH2,PF00018:SH3_1,PF07714:PK_Tyr_Ser-Thr,PF08919:F_actin_bind,",?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R61E07&mode=embryo,GMR61E07,R61E07,CG10763,E2f2,FBgn0024371,http://flybase.org/reports/FBgn0024371.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall",Medial cells,X:8046221..8047073,852,,,"GO:0000082~G1/S transition of mitotic cell cycle,GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007113~endomitotic cell cycle,GO:0007444~imaginal disc development,GO:0008156~negative regulation of DNA replication,GO:0042023~DNA endoreduplication,GO:0043066~negative regulation of apoptotic process,GO:0045892~negative regulation of DNA-templated transcription,GO:0048477~oogenesis,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,GO:2000679~positive regulation of transcription regulatory region DNA binding,,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005667~transcription regulator complex,GO:0031523~Myb complex,GO:0035189~Rb-E2F complex,GO:0090575~RNA polymerase II transcription regulator complex,,GO:0005524~ATP binding,GO:0016740~transferase activity,GO:0031624~ubiquitin conjugating enzyme binding,GO:0031625~ubiquitin protein ligase binding,GO:0061631~ubiquitin conjugating enzyme activity,",None,"SM01372:E2F_TDP,","PF02319:E2F_TDP,",yes,yes,no,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R62A03&mode=embryo,GMR62A03,R62A03,CG4952,SP555,FBgn0260470,http://flybase.org/reports/FBgn0260470.htm,"CNS small subset, EVE medial cells, Other: bodywall",Medial cells,2L:16485555..16488194,2639,,,"GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,,GO:0019005~SCF ubiquitin ligase complex,,GO:0005102~signaling receptor binding,GO:0005109~frizzled binding,GO:0005125~cytokine activity,GO:0005515~protein binding,GO:0048018~receptor ligand activity,",TF,"SM00449:SPRY,","PF00622:SPRY,",yes,yes,no,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R64B05&mode=embryo,GMR64B05,R64B05,CG33344,Gβ5,FBgn0030011,http://flybase.org/reports/FBgn0030011.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,3R:21764164..21767027,2863,,,"GO:0007165~signal transduction,GO:0007186~G protein-coupled receptor signaling pathway,GO:0007212~G protein-coupled dopamine receptor signaling pathway,,GO:0005737~cytoplasm,GO:0005834~heterotrimeric G-protein complex,GO:0005886~plasma membrane,,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0016922~nuclear receptor binding,GO:0019900~kinase binding,GO:0019903~protein phosphatase binding,GO:0045294~alpha-catenin binding,GO:0045296~cadherin binding,GO:0140297~DNA-binding transcription factor binding,",Axon Guidance and Synapse,"SM00320:WD40,","PF00400:WD40,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R64B06&mode=embryo,GMR64B06,R64B06,CG7887,Pka-C1,FBgn0000273,http://flybase.org/reports/FBgn0000273.htm,"CNS small subset, EVE medial cells, Head, Other: gut/internal",Medial cells,3R:25799893..25802788,2895,,,"GO:0006468~protein phosphorylation,GO:0007314~oocyte anterior/posterior axis specification,GO:0007317~regulation of pole plasm oskar mRNA localization,GO:0007448~anterior/posterior pattern specification, imaginal disc,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0007615~anesthesia-resistant memory,GO:0007622~rhythmic behavior,GO:0008103~oocyte microtubule cytoskeleton polarization,GO:0008355~olfactory learning,GO:0008359~regulation of bicoid mRNA localization,GO:0010628~positive regulation of gene expression,GO:0010737~protein kinase A signaling,GO:0019933~cAMP-mediated signaling,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032956~regulation of actin cytoskeleton organization,GO:0035332~positive regulation of hippo signaling,GO:0040040~thermosensory behavior,GO:0042981~regulation of apoptotic process,GO:0045187~regulation of circadian sleep/wake cycle, sleep,GO:0045879~negative regulation of smoothened signaling pathway,GO:0045880~positive regulation of smoothened signaling pathway,GO:0046823~negative regulation of nucleocytoplasmic transport,GO:0048477~oogenesis,GO:0048682~sprouting of injured axon,GO:0050804~modulation of chemical synaptic transmission,GO:0071361~cellular response to ethanol,GO:1905866~positive regulation of Atg1/ULK1 kinase complex assembly,,GO:0005634~nucleus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005952~cAMP-dependent protein kinase complex,GO:0030425~dendrite,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0044297~cell body,,GO:0004890~GABA-A receptor activity,GO:0005230~extracellular ligand-gated monoatomic ion channel activity,GO:0005231~excitatory extracellular ligand-gated monoatomic ion channel activity,GO:0005254~chloride channel activity,GO:0022851~GABA-gated chloride ion channel activity,GO:0030594~neurotransmitter receptor activity,",TF,"SM00133:S_TK_X,SM00220:S_TKc,","PF00069:Pkinase,",yes,no,no,no,no,
